split,domain,kind,anomaly_type,image_path,mask_path,source_path,mask_kind,mask_scale,augmentation
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0113__000.png,val/masks/mms_rpi__val__clean__IMG_0113__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0113.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0113__000.png,val/masks/mms_rpi__val__synthetic__IMG_0113__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0113.png,blob,2,zoom-out-0.92+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0113__001.png,val/masks/mms_rpi__val__synthetic__IMG_0113__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0113.png,scratch_cluster,1,zoom-none+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__RPI_013__000.png,val/masks/mms_rpi__val__clean__RPI_013__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_013.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__RPI_013__000.png,val/masks/mms_rpi__val__synthetic__RPI_013__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_013.png,scratch,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__RPI_013__001.png,val/masks/mms_rpi__val__synthetic__RPI_013__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_013.png,blob,2,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0192__000.png,val/masks/mms_rpi__val__clean__IMG_0192__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0192.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0192__000.png,val/masks/mms_rpi__val__synthetic__IMG_0192__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0192.png,scratch_cluster,3,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0192__001.png,val/masks/mms_rpi__val__synthetic__IMG_0192__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0192.png,blob,4,zoom-out-0.80+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0115__000.png,val/masks/mms_rpi__val__clean__IMG_0115__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0115.png,zero,,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0115__000.png,val/masks/mms_rpi__val__synthetic__IMG_0115__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0115.png,scratch,2,zoom-in-1.20+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0115__001.png,val/masks/mms_rpi__val__synthetic__IMG_0115__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0115.png,blob,4,zoom-out-0.91+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0078__000.png,val/masks/mms_rpi__val__clean__IMG_0078__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0078.png,zero,,zoom-in-1.13+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0078__000.png,val/masks/mms_rpi__val__synthetic__IMG_0078__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0078.png,scratch_cluster,5,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0078__001.png,val/masks/mms_rpi__val__synthetic__IMG_0078__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0078.png,scratch,4,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0127__000.png,val/masks/mms_rpi__val__clean__IMG_0127__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0127.png,zero,,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0127__000.png,val/masks/mms_rpi__val__synthetic__IMG_0127__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0127.png,scratch,2,zoom-in-1.13+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0127__001.png,val/masks/mms_rpi__val__synthetic__IMG_0127__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0127.png,scratch,5,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0001__000.png,val/masks/mms_rpi__val__clean__IMG_0001__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0001.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0001__000.png,val/masks/mms_rpi__val__synthetic__IMG_0001__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0001.png,blob,3,zoom-out-0.86+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0001__001.png,val/masks/mms_rpi__val__synthetic__IMG_0001__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0001.png,blob,1,zoom-out-0.80+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0172__000.png,val/masks/mms_rpi__val__clean__IMG_0172__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0172.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0172__000.png,val/masks/mms_rpi__val__synthetic__IMG_0172__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0172.png,blob,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0172__001.png,val/masks/mms_rpi__val__synthetic__IMG_0172__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0172.png,scratch,5,zoom-none+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__RPI_009__000.png,val/masks/mms_rpi__val__clean__RPI_009__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_009.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__RPI_009__000.png,val/masks/mms_rpi__val__synthetic__RPI_009__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_009.png,scratch,4,zoom-in-1.20+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__RPI_009__001.png,val/masks/mms_rpi__val__synthetic__RPI_009__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/RPI_009.png,scratch_cluster,4,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0017__000.png,val/masks/mms_rpi__val__clean__IMG_0017__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0017.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0017__000.png,val/masks/mms_rpi__val__synthetic__IMG_0017__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0017.png,blob,2,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0017__001.png,val/masks/mms_rpi__val__synthetic__IMG_0017__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0017.png,scratch_cluster,5,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0075__000.png,val/masks/mms_rpi__val__clean__IMG_0075__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0075.png,zero,,zoom-in-1.20+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0075__000.png,val/masks/mms_rpi__val__synthetic__IMG_0075__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0075.png,scratch_cluster,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0075__001.png,val/masks/mms_rpi__val__synthetic__IMG_0075__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0075.png,scratch_cluster,3,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0095__000.png,val/masks/mms_rpi__val__clean__IMG_0095__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0095.png,zero,,zoom-out-0.80+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0095__000.png,val/masks/mms_rpi__val__synthetic__IMG_0095__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0095.png,blob,3,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0095__001.png,val/masks/mms_rpi__val__synthetic__IMG_0095__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0095.png,blob,1,zoom-none+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0061__000.png,val/masks/mms_rpi__val__clean__IMG_0061__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0061.png,zero,,zoom-out-0.82+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0061__000.png,val/masks/mms_rpi__val__synthetic__IMG_0061__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0061.png,scratch_cluster,1,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0061__001.png,val/masks/mms_rpi__val__synthetic__IMG_0061__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0061.png,scratch,1,zoom-none+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0214__000.png,val/masks/mms_rpi__val__clean__IMG_0214__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0214.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0214__000.png,val/masks/mms_rpi__val__synthetic__IMG_0214__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0214.png,scratch_cluster,3,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0214__001.png,val/masks/mms_rpi__val__synthetic__IMG_0214__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0214.png,scratch,2,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0169__000.png,val/masks/mms_rpi__val__clean__IMG_0169__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0169.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0169__000.png,val/masks/mms_rpi__val__synthetic__IMG_0169__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0169.png,scratch_cluster,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0169__001.png,val/masks/mms_rpi__val__synthetic__IMG_0169__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0169.png,scratch_cluster,1,zoom-in-1.18+bg-recolor
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0140__000.png,val/masks/mms_rpi__val__clean__IMG_0140__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0140.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0140__000.png,val/masks/mms_rpi__val__synthetic__IMG_0140__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0140.png,scratch,4,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0140__001.png,val/masks/mms_rpi__val__synthetic__IMG_0140__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0140.png,scratch_cluster,4,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0109__000.png,val/masks/mms_rpi__val__clean__IMG_0109__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0109.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0109__000.png,val/masks/mms_rpi__val__synthetic__IMG_0109__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0109.png,scratch,2,zoom-in-1.23+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0109__001.png,val/masks/mms_rpi__val__synthetic__IMG_0109__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0109.png,blob,1,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0134__000.png,val/masks/mms_rpi__val__clean__IMG_0134__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0134.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0134__000.png,val/masks/mms_rpi__val__synthetic__IMG_0134__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0134.png,blob,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0134__001.png,val/masks/mms_rpi__val__synthetic__IMG_0134__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0134.png,scratch_cluster,1,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0136__000.png,val/masks/mms_rpi__val__clean__IMG_0136__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0136.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0136__000.png,val/masks/mms_rpi__val__synthetic__IMG_0136__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0136.png,blob,4,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0136__001.png,val/masks/mms_rpi__val__synthetic__IMG_0136__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0136.png,blob,3,zoom-in-1.23+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0044__000.png,val/masks/mms_rpi__val__clean__IMG_0044__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0044.png,zero,,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0044__000.png,val/masks/mms_rpi__val__synthetic__IMG_0044__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0044.png,scratch_cluster,1,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0044__001.png,val/masks/mms_rpi__val__synthetic__IMG_0044__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0044.png,scratch_cluster,2,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0138__000.png,val/masks/mms_rpi__val__clean__IMG_0138__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0138.png,zero,,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0138__000.png,val/masks/mms_rpi__val__synthetic__IMG_0138__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0138.png,scratch,4,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0138__001.png,val/masks/mms_rpi__val__synthetic__IMG_0138__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0138.png,scratch_cluster,5,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0161__000.png,val/masks/mms_rpi__val__clean__IMG_0161__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0161.png,zero,,zoom-none+bg-recolor
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0161__000.png,val/masks/mms_rpi__val__synthetic__IMG_0161__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0161.png,blob,1,zoom-in-1.21+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0161__001.png,val/masks/mms_rpi__val__synthetic__IMG_0161__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0161.png,scratch_cluster,3,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0111__000.png,val/masks/mms_rpi__val__clean__IMG_0111__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0111.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0111__000.png,val/masks/mms_rpi__val__synthetic__IMG_0111__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0111.png,scratch,5,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0111__001.png,val/masks/mms_rpi__val__synthetic__IMG_0111__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0111.png,blob,4,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0181__000.png,val/masks/mms_rpi__val__clean__IMG_0181__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0181.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0181__000.png,val/masks/mms_rpi__val__synthetic__IMG_0181__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0181.png,scratch_cluster,3,zoom-in-1.22+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0181__001.png,val/masks/mms_rpi__val__synthetic__IMG_0181__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0181.png,blob,1,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0208__000.png,val/masks/mms_rpi__val__clean__IMG_0208__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0208.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0208__000.png,val/masks/mms_rpi__val__synthetic__IMG_0208__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0208.png,scratch,4,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0208__001.png,val/masks/mms_rpi__val__synthetic__IMG_0208__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0208.png,scratch,1,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0048__000.png,val/masks/mms_rpi__val__clean__IMG_0048__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0048.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0048__000.png,val/masks/mms_rpi__val__synthetic__IMG_0048__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0048.png,blob,3,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0048__001.png,val/masks/mms_rpi__val__synthetic__IMG_0048__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0048.png,blob,3,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0015__000.png,val/masks/mms_rpi__val__clean__IMG_0015__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0015.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0015__000.png,val/masks/mms_rpi__val__synthetic__IMG_0015__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0015.png,scratch,1,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0015__001.png,val/masks/mms_rpi__val__synthetic__IMG_0015__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0015.png,scratch,1,zoom-none+bg-none
val,mms_rpi,clean,good,val/images/mms_rpi__val__clean__IMG_0005__000.png,val/masks/mms_rpi__val__clean__IMG_0005__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0005.png,zero,,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0005__000.png,val/masks/mms_rpi__val__synthetic__IMG_0005__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0005.png,blob,4,zoom-none+bg-none
val,mms_rpi,synthetic,synthetic,val/images/mms_rpi__val__synthetic__IMG_0005__001.png,val/masks/mms_rpi__val__synthetic__IMG_0005__001.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/train/good/IMG_0005.png,scratch_cluster,4,zoom-none+bg-none
test,mms_rpi,real,crack_hole,test/images/mms_rpi__test__crack_hole__IMG_0038__000.png,test/masks/mms_rpi__test__crack_hole__IMG_0038__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/test/crack_hole/IMG_0038.png,ground_truth,,none
test,mms_rpi,real,crack_hole,test/images/mms_rpi__test__crack_hole__IMG_0039__000.png,test/masks/mms_rpi__test__crack_hole__IMG_0039__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/test/crack_hole/IMG_0039.png,ground_truth,,none
test,mms_rpi,real,crack_hole,test/images/mms_rpi__test__crack_hole__IMG_0040__000.png,test/masks/mms_rpi__test__crack_hole__IMG_0040__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/test/crack_hole/IMG_0040.png,ground_truth,,none
test,mms_rpi,real,crack_hole,test/images/mms_rpi__test__crack_hole__IMG_0041__000.png,test/masks/mms_rpi__test__crack_hole__IMG_0041__000.png,/Users/tomhaidinger/Documents/max78000/TinyGLASS/datasets/tinyglass_mmdataset/mms_rpi/test/crack_hole/IMG_0041.png,ground_truth,,none
